EVENTTYPESEQ	COMPENSATIONDATE	ISRUNNABLE	PRODUCTNAME	GENERICATTRIBUTE1	VALUE
8709	11-30-2014 00:00:00	0	Services	JM Family Enterprises	196
8709	11-30-2014 00:00:00	0	Maintenance	Humana Inc	2827
8709	11-30-2014 00:00:00	0	Maintenance	Humana Inc	660
8709	11-30-2014 00:00:00	0	Maintenance	Humana Inc	504
8709	11-30-2014 00:00:00	0	SPM	Novartis Pharma AG	4160
8709	11-30-2014 00:00:00	0	SPM	Novartis Pharma AG	390
8709	11-30-2014 00:00:00	0	SPM	Novartis Pharma AG	447
8709	11-30-2014 00:00:00	0	BPO	Vodafone Ltd (UK)	1244
8709	11-30-2014 00:00:00	0	BPO	Vodafone Ltd (UK)	710
8709	11-30-2014 00:00:00	0	BPO	Vodafone Ltd (UK)	138
8709	11-30-2014 00:00:00	0	Commissions- On Premise	Celfocus Solucoes Infomaticas-Emirates Telecom	15224
8709	11-30-2014 00:00:00	0	Commissions- On Premise	Celfocus Solucoes Infomaticas-Emirates Telecom	8697
8709	11-30-2014 00:00:00	0	Commissions- On Premise	Celfocus Solucoes Infomaticas-Emirates Telecom	1771
8709	11-30-2014 00:00:00	0	BPO	Vodafone Ltd (UK)	4010
8709	11-30-2014 00:00:00	0	BPO	Vodafone Ltd (UK)	2291
8709	11-30-2014 00:00:00	0	BPO	Vodafone Ltd (UK)	466
8709	11-30-2014 00:00:00	0	Monaco	Telefonica O2 UK Limited	9086
8709	11-30-2014 00:00:00	0	Monaco	Telefonica O2 UK Limited	5190
8709	11-30-2014 00:00:00	0	Monaco	Telefonica O2 UK Limited	1046
8709	11-30-2014 00:00:00	0	Leadformix	Henkel AG & Co. KGaA	11095
8709	11-30-2014 00:00:00	0	Leadformix	Henkel AG & Co. KGaA	5200
8709	11-30-2014 00:00:00	0	Monaco	Lenovo Inc.	54105
8709	11-30-2014 00:00:00	0	Leadformix	Henkel AG & Co. KGaA	284
8705	11-30-2014 00:00:00	0	Commissions	Total Merchant Services	50000
8705	11-30-2014 00:00:00	0	Commissions	Total Merchant Services	50000
8705	11-30-2014 00:00:00	0	Enablement	Total Merchant Services	109920
8982	12-01-2014 00:00	0	CPQ	Byteback Limited	5056
8705	12-01-2014 00:00	0	CPQ	Byteback Limited	253
8982	12-01-2014 00:00	0	Maintenance-Premium	Thrivent Financial	429247
9382	12-01-2014 00:00	0	Maintenance- Premium	Thrivent Financial	21462
8982	12-01-2014 00:00	0	CPQ	Electronics for Imaging (EFI)	110000
8982	12-01-2014 00:00	0	CPQ	Electronics for Imaging (EFI)	40000
8982	12-01-2014 00:00	0	Commissions	Lab Corp of America Holdings	712530
8705	12-01-2014 00:00	0	Commissions	Lab Corp of America Holdings	35627
8705	12-01-2014 00:00	0	Training Unlimited training Subscription	Lab Corp of America Holdings	19500
8982	12-01-2014 00:00	0	BPO (Inactive)	Motorola Solutions	138000
8705	12-01-2014 00:00	0	BPO	Motorola Solutions	6900
8982	12-01-2014 00:00	0	CPQ	"Tufin Software Technologies, Ltd"	10418
8705	12-01-2014 00:00	0	CPQ	"Tufin Software Technologies, Ltd"	898
8982	12-01-2014 00:00	0	Commissions	Zimmer Inc.	128993
8705	12-01-2014 00:00	0	Commissions	Zimmer Inc.	6450
8881	12-01-2014 00:00	0	Training - Prepaid	Zimmer Inc.	15048
8982	12-01-2014 00:00	0	Maintenance- Standard	Sun Life Assurance Company of Canada (U.S.)	472600
9382	12-01-2014 00:00	0	Maintenance- Standard	Sun Life Assurance Company of Canada (U.S.)	7656
8982	12-01-2014 00:00	0	Commissions	Nationwide Mutual Insurance Company	357082
8982	12-01-2014 00:00	0	Commissions	Nationwide Mutual Insurance Company	6000
8705	12-01-2014 00:00	0	Commissions	Nationwide Mutual Insurance Company	6172
8982	12-01-2014 00:00	0	CPQ	"Grayhill, Inc."	16530
8705	12-01-2014 00:00	0	CPQ	"Grayhill, Inc."	1559
8982	12-01-2014 00:00	0	Workflow	"Grayhill, Inc."	12443
8705	12-01-2014 00:00	0	Workflow	"Grayhill, Inc."	7
8982	12-01-2014 00:00	0	CPQ	Atlas Copco : Atlas Copco Construction Mining Technique	12485
8705	12-01-2014 00:00	0	CPQ	Atlas Copco : Atlas Copco Construction Mining Technique	624
8982	12-01-2014 00:00	0	Commissions	LANDesk Software	45846
8705	12-01-2014 00:00	0	Commissions	LANDesk Software	743
8981	12-01-2014 00:00	0	Commissions	"CommVault Systems, Inc."	432432
8981	12-03-2014 00:00	0		Redcentric Solutions Ltd	127856
8705	12-03-2014 00:00	0	Commissions	Redcentric Solutions Ltd	7524
8705	12-03-2014 00:00	0	CPQ	Redcentric Solutions Ltd	7524
8705	12-03-2014 00:00	0	Contract Life Cycle Management	Redcentric Solutions Ltd	7524
8705	12-03-2014 00:00	0	Territory & Quota	Redcentric Solutions Ltd	4175
8705	12-03-2014 00:00	0	Sales Performance Manager	Redcentric Solutions Ltd	7524
8705	12-03-2014 00:00	0	Marketing Automation	Redcentric Solutions Ltd	1080
8705	12-03-2014 00:00	0	Enablement	Redcentric Solutions Ltd	7524
8705	12-03-2014 00:00	0	MySalesGame	Redcentric Solutions Ltd	837
8705	12-03-2014 00:00	0	Commissions-Producer Management	Redcentric Solutions Ltd	7524
8705	12-03-2014 00:00	0	SalesSelector	Redcentric Solutions Ltd	70
8705	12-03-2014 00:00	0	Litmos	Redcentric Solutions Ltd	83
8705	12-03-2014 00:00	0	LeadRocket	Redcentric Solutions Ltd	5012
8705	12-03-2014 00:00	0	Workflow	Redcentric Solutions Ltd	7524
8705	12-03-2014 00:00	0	Training Unlimited training Subscription	Redcentric Solutions Ltd	12462
8982	12-03-2014 00:00	0	Term License- Commission	Exide Life Insurance Co. Ltd - ( ING Vysya Life Insurance)	21000
8705	12-03-2014 00:00	0	Term License- Commission	Exide Life Insurance Co. Ltd - ( ING Vysya Life Insurance)	1050
8982	12-04-2014 00:00	0	CPQ	Fujitsu Services Limited Central Financial Services	27721
8705	12-04-2014 00:00	0	CPQ	Fujitsu Services Limited Central Financial Services	1349
8982	12-04-2014 00:00	0	Term License- ICM	XL Health	254240
8705	12-04-2014 00:00	0	Term License- ICM	XL Health	5085
8982	12-04-2014 00:00	0	BPO	Health Net Inc	250000
8705	12-04-2014 00:00	0	BPO	Health Net Inc	4250
8982	12-04-2014 00:00	0	Commissions	BlueCross BlueShield of Kansas City	175296
8981	12-04-2014 00:00	0	Commissions	BlueCross BlueShield of Kansas City	350591
8705	12-04-2014 00:00	0	CPQ	Everbridge	45965
8981	12-04-2014 00:00	0	CPQ	Everbridge	91930
8705	12-04-2014 00:00	0	Contract Life Cycle Management	Everbridge	0
8705	12-04-2014 00:00	0	Commissions	Everbridge	0
8705	12-04-2014 00:00	0	MySalesGame	Everbridge	0
8982	12-05-2014 00:00	0	Commissions	"BMC Software, Inc."	287880
8982	12-05-2014 00:00	0	Workflow	"BMC Software, Inc."	143940
8982	12-05-2014 00:00	0	Territory & Quota	"BMC Software, Inc."	143940
8982	12-05-2014 00:00	0	Training Unlimited training Subscription	"BMC Software, Inc."	39000
8982	12-05-2014 00:00	0	Training-Cloud Pass	"BMC Software, Inc."	8000
8981	12-05-2014 00:00	0	Workflow	"BMC Software, Inc."	143940
8981	12-05-2014 00:00	0	Territory & Quota	"BMC Software, Inc."	143940
8981	12-05-2014 00:00	0	Training-Cloud Pass	"BMC Software, Inc."	8000
8981	12-05-2014 00:00	0	Commissions	"BMC Software, Inc."	287880
8881	12-05-2014 00:00	0	Training- Public Instructor Led Virtual	"BMC Software, Inc."	47000
8982	12-05-2014 00:00	0	Commissions	"BMC Software, Inc."	0
8705	12-05-2014 00:00	0	Commissions	SKY BRASIL	408313
8981	12-05-2014 00:00	0	Commissions	SKY BRASIL	1224940
8982	12-05-2014 00:00	0	Commissions	Vivint	580752
8705	12-08-2014 00:00	0	Commissions	Atlantis Computing Inc	31950
8981	12-08-2014 00:00	0	Commissions	Atlantis Computing Inc	56950
8982	12-08-2014 00:00	0	CPQ	"DR Systems, Inc"	1112
8981	12-09-2014 00:00	0	Commissions	American General Life Companies (AIG)	6135000
8705	12-09-2014 00:00	0	Commissions	American General Life Companies (AIG)	1347500
8705	12-09-2014 00:00	0	Workflow	American General Life Companies (AIG)	697500
8709	12-09-2014 00:00	0	Commissions	American General Life Companies (AIG)	17500
8881	12-10-2014 00:00	0	Services - T/M	"Manulife Financial : Signator Investors, Inc."	329149
8881	12-10-2014 00:00	0	Services - T/M	"Manulife Financial : Signator Investors, Inc."	52170
8705	12-11-2014 00:00	0	Marketing Automation	Inycom	5604
8982	12-12-2014 00:00	0	Commissions	BlueCross BlueShield of Michigan	671000
8705	12-12-2014 00:00	0	Commissions	BlueCross BlueShield of Michigan	20130
8981	12-12-2014 00:00	0	Commissions	BlueCross BlueShield of Michigan	40260
8981	12-12-2014 00:00	0	Commissions	BlueCross BlueShield of Michigan	1342000
8982	12-12-2014 00:00	0	Enablement	Quantum Corporation	99689
8705	12-12-2014 00:00	0	Enablement	Quantum Corporation	4984
8705	12-12-2014 00:00	0	Enablement	Cree Inc.	34668
8981	12-12-2014 00:00	0	Enablement	Cree Inc.	34668
8705	12-12-2014 00:00	0	CPQ	HRBoss Pte Ltd	7140
8705	12-12-2014 00:00	0	Contract Life Cycle Management	HRBoss Pte Ltd	0
8705	12-12-2014 00:00	0	Litmos	HRBoss Pte Ltd	0
8705	12-12-2014 00:00	0	Commissions	"Manulife Financial : Signator Investors, Inc."	150000
8982	12-15-2014 00:00:00	0	Marketing Automation	Traka	8616
8705	12-15-2014 00:00:00	0	Marketing Automation	Traka	430
8982	12-15-2014 00:00:00	0	Commissions	Vodafone Global Enterprise Ltd	66414
8982	12-15-2014 00:00:00	0	Maintenance-Standard	ING Continental Europe Holding BV	124188
9382	12-15-2014 00:00:00	0	Maintenance- Standard	ING Continental Europe Holding BV	6209
8705	12-16-2014 00:00:00	0	CPQ	Dell (EUROPE)	16200
8705	12-16-2014 00:00:00	0	CPQ	Dell (EUROPE)	2400
8705	12-16-2014 00:00:00	0	BPO	Dell (EUROPE)	6180
8705	12-16-2014 00:00:00	0	CPQ	Dell (EUROPE)	7800
8705	12-16-2014 00:00:00	0	CPQ	Dell (EUROPE)	16200
8705	12-16-2014 00:00:00	0	CPQ	Dell (EUROPE)	2400
8705	12-16-2014 00:00:00	0	BPO	Dell (EUROPE)	6180
8705	12-16-2014 00:00:00	0	CPQ	Dell (EUROPE)	7800
8982	12-16-2014 00:00:00	0	BPO	"MetroPCS Wireless, Inc."	391437
8705	12-16-2014 00:00:00	0	BPO	"MetroPCS Wireless, Inc."	13700
8705	12-16-2014 00:00:00	0	Commissions	Health Net Inc	61844
8705	12-16-2014 00:00:00	0	Workflow	Health Net Inc	43393
8705	12-16-2014 00:00:00	0	Commissions-Producer Management	Health Net Inc	53643
8705	12-16-2014 00:00:00	0	Overages	Health Net Inc	93878
8705	12-16-2014 00:00:00	0	Overages	Health Net Inc	81430
8705	12-16-2014 00:00:00	0	Overages	Health Net Inc	65870
8982	12-17-2014 00:00:00	0	BPO	"Novartis Vaccines and Diagnostics, Inc."	50000
8705	12-17-2014 00:00:00	0	BPO	"Novartis Vaccines and Diagnostics, Inc."	5000
8982	12-17-2014 00:00:00	0	Maintenance- Standard	American International Assurance Co Ltd : AIA Company Limited Shanghai Branch	5000
8705	12-18-2014 00:00:00	0	Marketing Automation	CEL Group	11580
8982	12-18-2014 00:00:00	0	Maintenance- Standard	American International Assurance Co Ltd : AIA : AIA International Limited Taiwan Branch	5000
8705	12-19-2014 00:00:00	0	Marketing Automation	Spendvision	11328
8705	12-19-2014 00:00:00	0	Marketing Automation	AssaAbloy UK	17532
8881	12-19-2014 00:00:00	0	Services - T/M	Aetna Life Insurance Co.	81600
8982	12-20-2014 00:00:00	0	Litmos	Quantum Corporation	28800
8705	12-20-2014 00:00:00	0	Litmos	Quantum Corporation	1440
8881	12-22-2014 00:00:00	0	Services - (Follow-on/Stand-alone) T/M	Telstra : Telstra Corporation Limited	101520
8705	12-22-2014 00:00:00	0	Overages	Quintiles Transnational Corp.	149476
8709	12-22-2014 00:00:00	0	Services - (Follow-on/Stand-alone) T/M	Telstra : Telstra Corporation Limited	508
8709	12-22-2014 00:00:00	0	Services - (Follow-on/Stand-alone) T/M	Telstra : Telstra Corporation Limited	-508
8705	12-23-2014 00:00:00	0	Commissions	Shaw Communications Inc.	200000
8981	12-23-2014 00:00:00	0	Commissions	Shaw Communications Inc.	400000
8705	12-23-2014 00:00:00	0	Workflow	Shaw Communications Inc.	50000
8981	12-23-2014 00:00:00	0	Workflow	Shaw Communications Inc.	100000
8705	12-23-2014 00:00:00	0	Training Unlimited training Subscription	Shaw Communications Inc.	32500
8705	12-23-2014 00:00:00	0	BPO (Inactive)	HM Insurance Group	56700
8881	12-23-2014 00:00:00	0	Services - T/M	Health Net Inc	15300
8705	12-23-2014 00:00:00	0	DataHub	Health Net Inc	57120
8981	12-23-2014 00:00:00	0	DataHub	Health Net Inc	28560
8982	12-23-2014 00:00:00	0	Marketing Automation	Parseq	9648
8705	12-23-2014 00:00:00	0	Marketing Automation	Parseq	480
8705	12-23-2014 00:00:00	0	CPQ	Truven Health	28800
8981	12-23-2014 00:00:00	0	CPQ	Truven Health	43200
8881	12-23-2014 00:00:00	0	Services - (Follow-on/Stand-alone) T/M	Truven Health	35000
8705	12-23-2014 00:00:00	0	CPQ	Nihon Kohden Americas	6156
8981	12-23-2014 00:00:00	0	CPQ	Nihon Kohden Americas	8978
8881	12-23-2014 00:00:00	0	Services - (Follow-on/Stand-alone) T/M	Nihon Kohden Americas	25191
8705	12-23-2014 00:00:00	0	CPQ	Nihon Kohden Americas	6156
8981	12-23-2014 00:00:00	0	CPQ	Nihon Kohden Americas	8978
8881	12-23-2014 00:00:00	0	Services - (Follow-on/Stand-alone) T/M	Nihon Kohden Americas	25191
8705	12-23-2014 00:00:00	0	Overages	Telstra International Limited	3848
8705	12-23-2014 00:00:00	0	Overages	Telstra International Limited	5148
8705	12-23-2014 00:00:00	0	Overages	Telstra International Limited	5148
8705	12-23-2014 00:00:00	0	Overages	Telstra International Limited	5148
8705	12-23-2014 00:00:00	0	Overages	Telstra International Limited	5460
8705	12-23-2014 00:00:00	0	CPQ	Total Safety	65000
8705	12-23-2014 00:00:00	0	Commissions	Total Safety	40000
8705	12-23-2014 00:00:00	0	Contract Life Cycle Management	Total Safety	20000
8881	12-23-2014 00:00:00	0	Training Unlimited training Subscription	Total Safety	9000
8981	12-23-2014 00:00:00	0	CPQ	Total Safety	130000
8981	12-23-2014 00:00:00	0	Commissions	Total Safety	80000
8981	12-23-2014 00:00:00	0	Contract Life Cycle Management	Total Safety	40000
8881	12-23-2014 00:00:00	0	Training Unlimited training Subscription	Total Safety	1000
8881	12-23-2014 00:00:00	0	Training- Public Instructor Led Virtual	"Medidata Solutions, Inc."	1800
8705	12-23-2014 00:00:00	0	Landing Pad	Vodafone Omnitel N.V. (Italy)	89668
8705	12-23-2014 00:00:00	0	Commissions	Vodafone Omnitel N.V. (Italy)	66071
8705	12-23-2014 00:00:00	0	BPO	JM Family Enterprises	39000
8881	12-23-2014 00:00:00	0	Services - (Follow-on/Stand-alone) Fixed Fee	Nihon Kohden Americas	18960
8705	12-23-2014 00:00:00	0	Sales Performance Manager	Biogen Idec Inc.	55000
8705	12-23-2014 00:00:00	0	Sales Performance Manager	Biogen Idec Inc.	3500
8709	12-23-2014 00:00:00	0		Nihon Kohden Americas	504
8709	12-23-2014 00:00:00	0	CPQ	Nihon Kohden Americas	492
8709	12-23-2014 00:00:00	0		Total Safety	180
8709	12-23-2014 00:00:00	0		Total Safety	45
8709	12-23-2014 00:00:00	0		Total Safety	45
8709	12-23-2014 00:00:00	0	Commissions	Shaw Communications Inc.	5197
8709	12-23-2014 00:00:00	0	Services - (Follow-on/Stand-alone) T/M	Nihon Kohden Americas	126
8709	12-23-2014 00:00:00	0	Services - (Follow-on/Stand-alone) T/M	Nihon Kohden Americas	126
8705	12-24-2014 00:00:00	0	Marketing Automation	Value point	4838
8881	12-24-2014 00:00:00	0	Training- Public Instructor Led Virtual	"Kaiser Foundation Hospitals, Inc."	1800
8705	12-24-2014 00:00:00	0	CPQ	Palo Alto Networks	12000
8705	12-28-2014 00:00:00	0	CPQ	TriNet	49524
8705	12-28-2014 00:00:00	0	CPQ	TriNet	2985
8881	12-29-2014 00:00:00	0	Services - T/M	Shaw Communications Inc.	161400
8982	12-29-2014 00:00:00	0	Commissions	"Tellabs, Inc."	73920
8982	12-29-2014 00:00:00	0	BPO	"Tellabs, Inc."	72000
8705	12-29-2014 00:00:00	0	Commissions	"Tellabs, Inc."	2218
8705	12-29-2014 00:00:00	0	BPO	"Tellabs, Inc."	2160
8705	12-29-2014 00:00:00	0	Commissions	"Tellabs, Inc."	60000
8981	12-29-2014 00:00:00	0	Commissions	"Tellabs, Inc."	18480
8981	12-29-2014 00:00:00	0	BPO	"Tellabs, Inc."	18000
8981	12-29-2014 00:00:00	0	Commissions	"Tellabs, Inc."	554
8981	12-29-2014 00:00:00	0	BPO	"Tellabs, Inc."	540
8981	12-29-2014 00:00:00	0	Commissions	"Tellabs, Inc."	15000
8705	12-29-2014 00:00:00	0	Overages	"Tellabs, Inc."	5275
8881	12-29-2014 00:00:00	0	Training- Public Instructor Led Virtual	Emirates DU	3000
8705	12-30-2014 00:00:00	0	Commissions	Inycom	214402
8981	12-30-2014 00:00:00	0	Commissions	Inycom	979891
8705	12-30-2014 00:00:00	0	Litmos	Inycom	61142
8705	12-30-2014 00:00:00	0	Workflow	Inycom	107201
8705	12-30-2014 00:00:00	0	Commissions-Channel	Inycom	107201
8881	12-30-2014 00:00:00	0	Services - T/M	Inycom	162850
8705	12-30-2014 00:00:00	0	Workflow	ING Life Japan	141336
8981	12-30-2014 00:00:00	0	Workflow	ING Life Japan	141336
8982	12-30-2014 00:00:00	0	Sales Performance Manager	BlueCross BlueShield of Michigan	54768
9185	12-30-2014 00:00:00	0	Commissions- On Premise	MSIG Insurance (Malaysia) Bhd	70000
9382	12-30-2014 00:00:00	0	Maintenance- Standard	MSIG Insurance (Malaysia) Bhd	14000
8705	12-30-2014 00:00:00	0	CPQ	Experian Ltd	12960
8881	12-30-2014 00:00:00	0	Services - T/M	Experian Ltd	130680
8705	12-30-2014 00:00:00	0	CPQ	Experian Ltd	12960
8881	12-30-2014 00:00:00	0	Services - T/M	Experian Ltd	130680
8982	12-30-2014 00:00:00	0	CPQ	Technogym Spa - Italy	202204
8982	12-30-2014 00:00:00	0	CPQ	Technogym Spa - Italy	30332
8705	12-30-2014 00:00:00	0	CPQ	Technogym Spa - Italy	10110
8705	12-30-2014 00:00:00	0	CPQ	Technogym Spa - Italy	1517
8705	12-30-2014 00:00:00	0	Litmos	Palo Alto Networks -1	7188
8981	12-30-2014 00:00:00	0	Litmos	Palo Alto Networks -1	14376
8705	12-31-2014 00:00:00	0	Commissions	Eventbrite	32323
8705	12-31-2014 00:00:00	0	Workflow	Eventbrite	13853
8705	12-31-2014 00:00:00	0	Training Unlimited training Subscription	Eventbrite	6200
8881	12-31-2014 00:00:00	0	Services - T/M	Eventbrite	86812
8705	12-31-2014 00:00:00	0	Commissions	Hilton Worldwide	36000
8981	12-31-2014 00:00:00	0	Commissions	Hilton Worldwide	3000
8981	12-31-2014 00:00:00	0	Commissions	Toyota Canada Inc.	1560730
8705	12-31-2014 00:00:00	0	Commissions	Toyota Canada Inc.	156073
8705	12-31-2014 00:00:00	0	Territory & Quota	Toyota Canada Inc.	78036
8705	12-31-2014 00:00:00	0	MySalesGame	Toyota Canada Inc.	78036
8705	12-31-2014 00:00:00	0	Workflow	Toyota Canada Inc.	78036
8881	12-31-2014 00:00:00	0	Quick Start Commissions	Toyota Canada Inc.	4962
8705	12-31-2014 00:00:00	0	Commissions	Bloomberg BNA	59490
8981	12-31-2014 00:00:00	0	Commissions	Bloomberg BNA	118981
8881	12-31-2014 00:00:00	0	Services - T/M	Bloomberg BNA	84302
8705	12-31-2014 00:00:00	0	Workflow	Bloomberg BNA	25496
8981	12-31-2014 00:00:00	0	Workflow	Bloomberg BNA	50992
8705	12-31-2014 00:00:00	0	BPO (Inactive)	Vodafone Ltd (UK)	142358
8705	12-31-2014 00:00:00	0	Overages	Telefonica O2 UK Limited	305913
8982	12-31-2014 00:00:00	0	Sales Performance Manager	Quintiles Transnational Corp.	191172
8981	12-31-2014 00:00:00	0	Sales Performance Manager	Quintiles Transnational Corp.	191172
8705	12-31-2014 00:00:00	0	Sales Performance Manager	Quintiles Transnational Corp.	48828
8981	12-31-2014 00:00:00	0	Sales Performance Manager	Quintiles Transnational Corp.	48828
8705	12-31-2014 00:00:00	0	Commissions	Mitel NetSolutions	18480
8705	12-31-2014 00:00:00	0	Workflow	Mitel NetSolutions	9240
8705	12-31-2014 00:00:00	0	DataHub	Mitel NetSolutions	9240
8705	12-31-2014 00:00:00	0	MySalesGame	Mitel NetSolutions	9240
8981	12-31-2014 00:00:00	0	Commissions	Mitel NetSolutions	18480
8981	12-31-2014 00:00:00	0	Workflow	Mitel NetSolutions	9240
8981	12-31-2014 00:00:00	0	DataHub	Mitel NetSolutions	9240
8981	12-31-2014 00:00:00	0	MySalesGame	Mitel NetSolutions	9240
8881	12-31-2014 00:00:00	0	Services - T/M	Mitel NetSolutions	112040
8705	12-31-2014 00:00:00	0	Training Unlimited training Subscription	Mitel NetSolutions	0
8705	12-31-2014 00:00:00	0	Commissions	Orgn-3	95880
8981	12-31-2014 00:00:00	0	Commissions	Orgn-3	247282
8705	12-31-2014 00:00:00	0	Overages	Orgn-3	22026
8705	12-31-2014 00:00:00	0	Overages	Brocade Communications Systems Inc	27072
8705	12-31-2014 00:00:00	0	Enablement	DATAMYX	17212
8981	12-31-2014 00:00:00	0	Enablement	DATAMYX	17212
8705	12-31-2014 00:00:00	0	Litmos	DATAMYX	7376
8981	12-31-2014 00:00:00	0	Litmos	DATAMYX	7376
8705	12-31-2014 00:00:00	0	CPQ	Atlas Copco : Atlas Copco Construction Mining Technique	4682
8982	12-31-2014 00:00:00	0	BPO	Vodafone Ltd (UK)	110490
8982	12-31-2014 00:00:00	0	BPO	Vodafone Ltd (UK)	166254
8982	12-31-2014 00:00:00	0	BPO	Vodafone Ltd (UK)	258304
8705	12-31-2014 00:00:00	0	BPO	"Tellabs, Inc."	116400
8709	12-31-2014 00:00:00	0		Commvault	1000
8709	12-31-2014 00:00:00	0		Avison Young	1000
8709	12-31-2014 00:00:00	0		Kier Group	1000
8709	12-31-2014 00:00:00	0		Equifax Canada	1000
8709	12-31-2014 00:00:00	0		GKN Land Systems Limited	1000
8709	12-31-2014 00:00:00	0		MetroPCS Wireless	1000
8709	12-31-2014 00:00:00	0		IngersollRand	1000
8709	12-31-2014 00:00:00	0		Everbridge	1000
8709	12-31-2014 00:00:00	0		Redcentric	1000
8709	12-31-2014 00:00:00	0		HealthNet	1000
8709	12-31-2014 00:00:00	0		Vodafone Italy	1000
8709	12-31-2014 00:00:00	0		Total Safety - CPQ Commissions	1000
8709	12-31-2014 00:00:00	0		Shaw	1000
8709	12-31-2014 00:00:00	0	BPO	Vodafone Ltd (UK)	1535
8709	12-31-2014 00:00:00	0	BPO	Vodafone Ltd (UK)	877
8709	12-31-2014 00:00:00	0	BPO	Vodafone Ltd (UK)	165
8709	12-31-2014 00:00:00	0	Monaco	Vodafone Omnitel N.V. (Italy)	1120
8709	12-31-2014 00:00:00	0	Monaco	Vodafone Omnitel N.V. (Italy)	640
8709	12-31-2014 00:00:00	0	Monaco	Vodafone Omnitel N.V. (Italy)	120
8709	12-31-2014 00:00:00	0	Monaco	Telefonica O2 UK Limited	6082
8709	12-31-2014 00:00:00	0	Monaco	Telefonica O2 UK Limited	3475
8709	12-31-2014 00:00:00	0	Monaco	Telefonica O2 UK Limited	654
8709	12-31-2014 00:00:00	0	BPO	Schneider  Electric	1875
8709	12-31-2014 00:00:00	0	BPO	Schneider  Electric	141
8709	12-31-2014 00:00:00	0	Monaco	Equifax Canada	2725
8709	12-31-2014 00:00:00	0	Monaco	Equifax Canada	739
8709	12-31-2014 00:00:00	0	Monaco	Equifax Canada	204
8709	12-31-2014 00:00:00	0	Maintenance	AllState Insurance Co.	3577
8709	12-31-2014 00:00:00	0	Maintenance	AllState Insurance Co.	715
8709	12-31-2014 00:00:00	0	Maintenance	AllState Insurance Co.	715
8709	12-31-2014 00:00:00	0		"MetroPCS Wireless, Inc."	2594
8709	12-31-2014 00:00:00	0		"MetroPCS Wireless, Inc."	243
8709	12-31-2014 00:00:00	0		KeyBank	4679
8709	12-31-2014 00:00:00	0		KeyBank	1485
8709	12-31-2014 00:00:00	0		KeyBank	439
8709	12-31-2014 00:00:00	0		KeyBank	503
8709	12-31-2014 00:00:00	0	Commissions- On Premise	Tokio Marine Life Indonesia	1382
8709	12-31-2014 00:00:00	0	CPQ	"EarthLink Managed Services, LLC"	82
8709	12-31-2014 00:00:00	0	CPQ	"EarthLink Managed Services, LLC"	571
8709	12-31-2014 00:00:00	0	CPQ	"EarthLink Managed Services, LLC"	137
8709	12-31-2014 00:00:00	0	CPQ	"EarthLink Managed Services, LLC"	72
8709	12-31-2014 00:00:00	0	Maintenance	Comcast Cable Communications LLC	630
8709	12-31-2014 00:00:00	0	Maintenance	Comcast Cable Communications LLC	126
8709	12-31-2014 00:00:00	0	Maintenance	Comcast Cable Communications LLC	84
8709	12-31-2014 00:00:00	0	Training	Telstra : Telstra Corporation Limited	622
8709	12-31-2014 00:00:00	0	Training	Telstra : Telstra Corporation Limited	27
8709	12-31-2014 00:00:00	0	BPO	Telstra International Limited	540
8709	12-31-2014 00:00:00	0	BPO	Telstra International Limited	144
8709	12-31-2014 00:00:00	0	Maintenance	Sirius XM Radio Inc	204
8709	12-31-2014 00:00:00	0	Maintenance	Sirius XM Radio Inc	74
8709	12-31-2014 00:00:00	0	Maintenance	BSkyB	276
8709	12-31-2014 00:00:00	0	Webcom	Atlas Copco AB : Atlas Copco Airpower Shared Admin Services	170
8709	12-31-2014 00:00:00	0	BPO	CDW Corporation	375
8709	12-31-2014 00:00:00	0	BPO	CDW Corporation	113
8709	12-31-2014 00:00:00	0	BPO	CDW Corporation	46
8709	12-31-2014 00:00:00	0	BPO	CDW Corporation	20
8709	12-31-2014 00:00:00	0	iCentera	CDW Corporation	719
8709	12-31-2014 00:00:00	0	iCentera	CDW Corporation	169
8709	12-31-2014 00:00:00	0	iCentera	CDW Corporation	125
8709	12-31-2014 00:00:00	0	iCentera	CDW Corporation	45
8709	12-31-2014 00:00:00	0	BPO	Orgn-5	197
8709	12-31-2014 00:00:00	0	BPO	Orgn-5	66
8709	12-31-2014 00:00:00	0	BPO	Orgn-5	20
8709	12-31-2014 00:00:00	0	BPO	Orgn-5	8
8709	12-31-2014 00:00:00	0	BPO	Orgn-5	28
8709	12-31-2014 00:00:00	0	Webcom	Electronics for Imaging (EFI)	192
8709	12-31-2014 00:00:00	0	Monaco	"Concentra, Inc."	1616
8709	12-31-2014 00:00:00	0	Monaco	"Concentra, Inc."	519
8709	12-31-2014 00:00:00	0	Monaco	"Concentra, Inc."	288
8709	12-31-2014 00:00:00	0	Monaco	"Concentra, Inc."	140
8709	12-31-2014 00:00:00	0	Commissions	Toyota Canada Inc.	3121
8709	12-31-2014 00:00:00	0	Commissions	Toyota Canada Inc.	4682
8709	12-31-2014 00:00:00	0	Quick Start Commissions	Toyota Canada Inc.	25
8709	12-31-2014 00:00:00	0	Commissions	Ingersoll-Rand Company	1623
8709	12-31-2014 00:00:00	0	Maintenance	Sprint -Nextel	197
8709	12-31-2014 00:00:00	0	Maintenance	Sprint -Nextel	18
